id,nome,email,telefone,endereco,cidade,estado,data_nascimento,valor_compra,categoria_produto,forma_pagamento,status_pedido,data_pedido
9157,Arthur Gabriel Campos,caldeiragael-henrique@example.org,71 1400-7614,"Conjunto de Rios, 10
Vila Nova Paraíso
77767977 Ribeiro / RS",Novaes,GO,1949-07-09,1868.66,Móveis,Boleto,Em Processamento,2024-12-22 15:58:36
9158,Valentina Pereira,thales10@example.org,+55 11 7063-2773,"Alameda da Cunha, 39
Granja Werneck
73972730 Sales do Sul / AP",Guerra Alegre,PI,1991-02-11,1229.65,Alimentos,Transferência,Concluído,2024-07-10 11:03:30
9159,Melissa Brito,emillymoura@example.org,+55 31 0879 4598,"Feira de Silva
Vila Jardim Montanhes
02013311 Nunes do Galho / AM",Peixoto,MA,1952-11-10,1336.01,Móveis,Cartão de Crédito,Entregue,2025-03-13 19:33:45
9160,Mathias Duarte,maria-alicesilveira@example.com,51 6277 9930,"Morro de da Rosa
Ápia
88083-166 Vasconcelos Alegre / ES",da Cruz,MA,1975-05-19,833.5,Alimentos,PIX,Cancelado,2024-12-10 08:44:04
9161,Sra. Nina Melo,eoliveira@example.com,61 2993-3120,"Vila de Mendonça, 38
Vila Aeroporto Jaraguá
61845-618 Montenegro de Alves / RO",da Paz de Rodrigues,PB,2005-02-25,1822.51,Móveis,Boleto,Cancelado,2024-09-15 16:56:15
9162,Giovanna Moreira,vmonteiro@example.net,+55 (081) 4651-3481,"Rodovia Fonseca, 27
Vila De Sá
33508286 Farias do Campo / MS",Correia Grande,MG,1993-06-23,1293.96,Eletrônicos,PIX,Em Processamento,2024-11-04 23:02:27
9163,Bárbara da Cruz,pachecoluisa@example.net,+55 (041) 1148-6050,"Rua de Abreu, 9
Barro Preto
29467168 Martins / AP",Casa Grande da Praia,RS,1993-02-28,1549.88,Alimentos,Boleto,Entregue,2024-10-28 17:50:02
9164,Caleb Barbosa,camilavieira@example.org,11 5147-3518,"Aeroporto Cunha, 33
Vila Fumec
42271697 Vasconcelos de Borges / RR",Ribeiro de Abreu,AP,1996-10-12,768.7,Alimentos,Boleto,Em Processamento,2024-09-23 20:55:21
9165,Marina Castro,emanuel87@example.net,+55 11 6532-5070,"Conjunto Castro, 33
Apolonia
10898853 Vargas / PB",Rezende,SC,1976-05-22,1922.02,Móveis,Cartão de Crédito,Entregue,2025-01-12 23:20:47
9166,Letícia da Rosa,ana64@example.com,+55 (031) 5278 9045,"Jardim de Correia, 54
Vila Nova Gameleira 3ª Seção
30436129 Camargo de Minas / PE",Duarte,SP,1957-11-20,1649.9,Vestuário,Transferência,Entregue,2025-06-01 00:16:23
9167,Giovanna Pimenta,joaoporto@example.org,+55 (084) 8590 7496,"Praia de Vasconcelos, 78
Coração De Jesus
20356-534 Nascimento da Mata / PE",Dias de Goiás,SC,1962-06-24,1715.2,Vestuário,Boleto,Entregue,2025-01-11 12:21:22
9168,Nina Correia,piresaurora@example.net,0800 187 0605,"Quadra Gustavo da Rosa, 67
Planalto
24595-837 da Rosa / RR",Gonçalves das Flores,SE,1953-04-07,385.78,Eletrônicos,PIX,Concluído,2025-03-31 14:06:36
9169,Ágatha Pires,gda-mota@example.net,41 7622-8953,"Largo Manuella Borges
Vila Madre Gertrudes 3ª Seção
41784-444 Siqueira do Campo / SP",Teixeira,MA,1997-03-28,578.38,Livros,Boleto,Entregue,2025-01-22 18:43:25
9170,Otávio Souza,sampaiojoao-gabriel@example.org,(041) 4004-6103,"Alameda Valentina Monteiro, 790
Dom Cabral
62896-594 Borges Grande / AP",Pereira,RS,1959-10-28,606.97,Livros,Transferência,Concluído,2024-10-11 16:00:39
9171,Yago da Cruz,ocaldeira@example.org,+55 (051) 8182-3916,"Lagoa de Borges, 8
Pilar
38690-496 Machado / TO",Casa Grande,MA,1970-06-26,578.27,Eletrônicos,PIX,Cancelado,2025-02-08 23:07:10
9172,Dra. Maria Sophia Lima,santosvicente@example.org,+55 (051) 3575-2291,"Rua Ester Alves, 699
Serra Do Curral
71702-983 Rezende da Mata / CE",Andrade,RR,1962-07-07,1718.05,Livros,Boleto,Cancelado,2025-05-09 01:59:29
9173,Srta. Lara Mendonça,eloacamargo@example.net,+55 71 0117 8821,"Conjunto de Gonçalves, 24
Salgado Filho
34855-849 Porto / SC",Melo do Amparo,AC,1960-06-22,112.18,Móveis,Boleto,Concluído,2024-07-14 09:40:55
9174,Sr. Paulo Vargas,vitorda-mota@example.com,+55 81 2686 3128,"Rua de Costela, 65
Savassi
68182-899 Sousa de Montenegro / AC",Oliveira,MT,1996-05-01,198.39,Vestuário,Cartão de Crédito,Cancelado,2025-01-20 12:30:07
9175,Luiz Gustavo Nogueira,pedro-lucasda-costa@example.org,+55 (031) 8639 0600,"Jardim Almeida
Graça
52186-586 Freitas / MG",Casa Grande de Goiás,RJ,2004-01-07,584.13,Eletrônicos,Transferência,Cancelado,2024-12-10 01:01:13
9176,Gustavo Henrique Fonseca,randrade@example.net,(041) 5856-5981,"Vale de Moreira, 48
Cabana Do Pai Tomás
73050-213 Viana / GO",Monteiro,RO,1969-09-05,439.75,Móveis,Boleto,Em Processamento,2025-05-31 20:30:11
9177,Laís Vieira,sampaioravy@example.net,11 6591-1358,"Trecho Ana Lima, 13
Diamante
72847668 da Luz / DF",Alves de Minas,AC,1988-10-28,502.13,Eletrônicos,Transferência,Concluído,2024-10-02 00:27:10
9178,João Lucas Sampaio,sabrinateixeira@example.net,81 9829 6047,"Travessa Barros, 27
Buraco Quente
55816-976 Brito de Casa Grande / AM",Cavalcante Grande,MG,1950-08-02,1605.99,Vestuário,Boleto,Concluído,2025-01-01 01:31:36
9179,Maria Clara Cavalcanti,jpereira@example.org,+55 84 5073-9847,"Travessa Teixeira, 58
Vila Primeiro De Maio
11642-340 Araújo / PE",Pires de Goiás,SE,1951-07-27,1148.1,Livros,PIX,Concluído,2025-03-02 05:59:13
9180,Yan Vieira,mpires@example.org,31 7185-5709,"Recanto Davi da Costa, 23
Palmeiras
33102926 Pastor / MT",da Conceição,TO,1991-09-18,61.25,Móveis,Transferência,Em Processamento,2024-10-30 17:55:18
9181,Samuel Novais,lucca67@example.net,(061) 4040-1415,"Feira de Andrade, 83
Estoril
36059736 Sampaio / AM",Pastor do Sul,CE,1958-08-27,887.18,Vestuário,PIX,Concluído,2025-04-04 08:05:37
9182,Benjamim Cunha,da-rochaisis@example.com,84 2109-5639,"Alameda Melissa Brito, 81
Vila São Gabriel Jacui
62235-150 da Mota de Goiás / PA",Pacheco,PR,1948-08-05,845.38,Eletrônicos,Transferência,Cancelado,2024-07-13 01:20:08
9183,Luara Jesus,qcirino@example.net,81 3213 3536,"Trecho Albuquerque, 22
São Vicente
19440-674 Ramos / AL",Mendes,PI,1948-10-17,272.19,Alimentos,PIX,Entregue,2024-08-14 16:47:30
9184,Sr. Bento Rezende,mariahcampos@example.org,+55 (051) 2822-3948,"Praia de Silva, 9
Cidade Jardim
55311-220 Macedo do Campo / SC",Novais Paulista,RS,2007-06-07,1368.48,Móveis,Boleto,Em Processamento,2025-03-15 00:50:15
9185,Maria Macedo,pereirabenjamin@example.org,11 1884-6202,"Quadra Casa Grande, 55
Vila Jardim Leblon
67901-582 Moreira de Minas / ES",Fogaça de Nunes,MS,1962-06-19,1419.09,Eletrônicos,PIX,Em Processamento,2024-10-11 11:57:36
9186,Isadora Porto,tmachado@example.net,71 2712-2577,"Fazenda Fernanda Aragão
Jardim Alvorada
99983695 Pinto / RO",Pimenta,AP,2006-08-06,1455.74,Eletrônicos,PIX,Concluído,2024-08-06 21:22:10
9187,Maria Helena Rodrigues,caue53@example.org,61 4112 3793,"Ladeira Valentina Rezende
Dom Bosco
33199689 Campos Paulista / RJ",Barros,RJ,1979-08-09,1470.52,Vestuário,Boleto,Entregue,2025-06-12 13:11:56
9188,Lucas das Neves,maria-cecilia09@example.com,+55 (041) 3072-5545,"Via Duarte, 143
Casa Branca
13842791 Leão / DF",Vieira,ES,2002-12-11,50.1,Eletrônicos,Transferência,Entregue,2025-05-16 07:18:53
9189,Anthony Rezende,mleao@example.org,+55 31 9620-8451,"Lago Maria Laura Fernandes, 661
Corumbiara
53844-155 da Mata / TO",Fonseca,SC,1973-04-05,1910.15,Móveis,PIX,Entregue,2025-04-21 23:19:35
9190,Luara Barros,fernandada-paz@example.com,0800-204-4624,"Setor Stephany Rezende, 82
Vila Betânia
69672-172 Moura de da Rosa / PE",da Mata de Albuquerque,ES,1982-09-19,1637.71,Móveis,Cartão de Crédito,Cancelado,2024-07-19 21:12:11
9191,Mariana Costa,irodrigues@example.org,(011) 3361-3180,"Colônia de Melo, 55
Vila Jardim Leblon
20351382 Rodrigues / AC",Barbosa Grande,PA,1966-10-04,1812.76,Eletrônicos,Cartão de Crédito,Entregue,2025-03-02 20:49:22
9192,Luara Sousa,frezende@example.com,(071) 4185 9659,"Viela Nunes, 196
Acaiaca
75359-776 Silveira da Serra / CE",Sousa da Mata,SC,1945-09-09,80.5,Vestuário,PIX,Concluído,2024-12-31 19:47:59
9193,Sarah Albuquerque,renan91@example.org,+55 (081) 1549 0333,"Sítio de Sá, 41
Tirol
56318048 da Costa / RR",Farias,CE,1955-01-12,1871.02,Móveis,PIX,Cancelado,2024-09-24 13:58:54
9194,Mirella Nunes,nogueirajose@example.org,+55 (031) 7676 1516,"Avenida Sampaio, 84
Nossa Senhora Aparecida
43999-468 Câmara / RR",Teixeira,CE,1975-04-15,1629.09,Alimentos,PIX,Entregue,2024-10-04 05:39:49
9195,Lara Nascimento,marcos-viniciuscorreia@example.org,0800 906 6700,"Sítio Luiz Fernando Casa Grande, 37
Vila Formosa
01089923 Viana das Flores / SP",Aragão do Amparo,RO,2001-12-27,1682.58,Livros,Transferência,Concluído,2024-11-21 01:36:39
9196,Alexia Vieira,luiz-miguelbarbosa@example.com,(071) 6680-3729,"Feira Marques, 437
União
16252-952 Caldeira / PR",Carvalho,SE,1953-05-26,231.91,Vestuário,Boleto,Cancelado,2024-10-13 09:47:23
9197,Dr. Felipe Monteiro,joaquimazevedo@example.net,81 0705 1622,"Passarela de da Luz, 66
Vila Maloca
17868619 Brito / DF",Sales,MA,1987-08-11,1490.62,Vestuário,Cartão de Crédito,Cancelado,2024-08-25 05:56:36
9198,Isaac da Mota,andradebernardo@example.org,61 1137 5334,"Morro João Lucas Campos, 48
Pongelupe
12778-067 Souza / PB",Silva,AC,1982-04-18,1921.84,Livros,Cartão de Crédito,Entregue,2024-11-22 18:25:39
9199,Dr. Yago Guerra,peixotojuan@example.com,(011) 6338 9860,"Aeroporto Arthur Silva
Cinquentenário
29596-680 Silveira de Pastor / MA",Alves,AC,1949-03-04,1373.17,Livros,Transferência,Cancelado,2025-01-28 18:41:55
9200,Davi Oliveira,joliveira@example.net,11 0275-6533,"Travessa Moraes, 47
Silveira
57246619 Peixoto de Minas / PI",Pimenta de Goiás,DF,1992-09-01,1162.59,Móveis,PIX,Em Processamento,2025-01-19 16:53:04
9201,Vitória Silveira,laraleao@example.org,0900-241-5822,"Condomínio Fernando Rocha
Vila Atila De Paiva
92913543 da Conceição / AC",Melo do Campo,MT,1963-01-23,1893.98,Eletrônicos,PIX,Concluído,2025-03-26 11:04:45
9202,Davi Monteiro,ucunha@example.org,+55 71 3511 0710,"Núcleo de Lima, 499
Coqueiros
62200-157 Viana Verde / SE",da Costa Verde,SC,2001-05-13,913.73,Eletrônicos,Boleto,Entregue,2024-07-07 16:52:21
9203,Léo Vieira,vbrito@example.com,41 9429-2265,"Rodovia de Montenegro, 159
Garças
90054-219 Moraes / RJ",Vasconcelos,AP,2000-04-01,1218.62,Alimentos,Boleto,Concluído,2024-07-24 21:37:09
9204,Dra. Agatha da Mota,tmoraes@example.com,(031) 2972-0728,"Residencial de da Mota, 10
Minas Brasil
43367407 Cunha de Pimenta / PB",Ramos da Serra,MA,1981-01-12,978.86,Eletrônicos,Cartão de Crédito,Concluído,2025-03-30 20:00:57
9205,Marcela Cavalcante,melina01@example.org,0900 756 3181,"Parque Montenegro, 10
Petropolis
12889-249 Teixeira de Goiás / RJ",Teixeira,PA,1945-09-04,1869.05,Alimentos,Boleto,Em Processamento,2025-05-04 14:35:11
9206,Giovanna Santos,teixeirabrayan@example.org,71 7755-2328,"Campo de Lima, 7
Vila Sumaré
91268-609 Sousa do Oeste / MS",Cunha,RR,1950-12-29,198.37,Alimentos,Cartão de Crédito,Cancelado,2024-07-08 22:38:33
9207,Maria Laura Câmara,bento21@example.net,+55 (021) 2394 3668,"Viela Brito, 553
Ouro Minas
49069-715 Ramos / RJ",Abreu da Serra,RJ,1976-10-09,1027.18,Vestuário,Transferência,Em Processamento,2025-02-17 15:01:21
9208,Maria Júlia Dias,alice39@example.net,61 3410-3184,"Lagoa Ana Luiza Siqueira, 2
Serra Do Curral
45520733 Cardoso de Novais / RJ",das Neves,MG,1998-01-24,1389.56,Vestuário,PIX,Em Processamento,2024-12-03 12:59:39
9209,Anthony Moraes,vianarafael@example.net,+55 71 8708-3452,"Estação Aylla Brito, 90
Bela Vitoria
16150441 Silva / PI",Jesus,SP,1945-04-16,1594.22,Móveis,PIX,Cancelado,2025-02-20 17:50:28
9210,Lavínia Pires,oliveirarenan@example.org,+55 21 1013-6388,"Lagoa Correia, 5
São Jorge 2ª Seção
86931556 Correia de Minas / SC",da Mata,RS,2006-04-28,1186.89,Livros,Cartão de Crédito,Entregue,2024-07-08 00:30:33
9211,Dra. Giovanna da Mota,kduarte@example.com,+55 (051) 2436-2798,"Chácara Larissa Vargas, 56
Vila Bandeirantes
48572587 Borges Alegre / PR",Garcia do Norte,SE,1973-03-31,1822.39,Livros,PIX,Concluído,2024-10-14 16:44:32
9212,Bruna Carvalho,pintojoao-lucas@example.org,51 0271 7826,"Viaduto Ana Clara Costela
Tiradentes
31191-017 Novaes da Serra / PA",Brito da Prata,MS,1966-11-15,1886.88,Alimentos,Transferência,Entregue,2024-07-18 02:07:05
9213,Maitê Campos,vcaldeira@example.org,0500-270-6278,"Viaduto de Pimenta, 8
Vila Dos Anjos
17274-006 Câmara / SP",das Neves,RO,2000-01-15,175.42,Livros,Boleto,Entregue,2025-05-26 17:26:57
9214,João Guilherme das Neves,garciadiego@example.org,+55 (081) 8877-9152,"Vale de Cavalcante, 28
Aparecida
00846-769 Casa Grande da Prata / SP",Farias,PE,1981-04-02,834.62,Alimentos,Transferência,Em Processamento,2025-05-02 19:26:05
9215,Lorenzo Costa,vpastor@example.net,84 6795 7095,"Rua Léo Martins, 11
Canadá
92959390 da Rosa / MT",Abreu,MA,2003-09-19,95.75,Livros,PIX,Cancelado,2025-03-16 22:52:46
9216,Kevin Fernandes,luana40@example.com,+55 (051) 2489-0054,"Jardim de Freitas, 385
Solar Do Barreiro
88924-225 Ramos das Pedras / RO",Duarte,DF,1949-11-05,692.36,Móveis,Transferência,Cancelado,2024-09-01 12:36:37
9217,Apollo Dias,da-rosarafael@example.com,+55 84 4648-3247,"Praia Anna Liz Pereira, 64
São Gonçalo
20150-770 Andrade do Amparo / PI",Sá,PI,1990-01-01,1096.89,Vestuário,PIX,Concluído,2024-10-20 12:35:21
9218,Ana Vitória Cunha,cauesa@example.com,21 1083-0939,"Condomínio de Sousa, 6
Betânia
64229616 Gomes / PA",Silveira do Campo,DF,1964-08-25,1826.05,Vestuário,Cartão de Crédito,Cancelado,2025-06-15 23:30:19
9219,João Lucas das Neves,peixotomilena@example.net,+55 81 9092-3491,"Esplanada de da Mata, 12
Vista Do Sol
42357-126 Carvalho de das Neves / MS",Moreira,AL,2004-12-07,1700.78,Alimentos,Boleto,Entregue,2024-08-23 13:15:54
9220,Luiz Gustavo Machado,aliciada-rocha@example.com,(071) 3625-5607,"Recanto de Peixoto, 73
Vila Cemig
22285-290 Porto Verde / RR",Teixeira da Serra,MG,1959-09-01,298.62,Livros,Boleto,Cancelado,2024-12-31 22:26:55
9221,Isis Pereira,usousa@example.net,+55 71 4016 6295,"Largo de Lima, 698
Cdi Jatoba
65665-799 da Rosa Grande / PB",Brito,AM,1983-04-16,231.41,Eletrônicos,PIX,Cancelado,2025-01-19 19:22:14
9222,Alícia da Rosa,ldas-neves@example.org,(011) 3426 7886,"Estrada Sophie Peixoto, 7
Jaqueline
97790940 Guerra / SP",Sales do Oeste,MS,1958-07-25,1199.07,Móveis,PIX,Entregue,2025-02-27 08:30:25
9223,Ana Vitória da Cruz,matheusda-mota@example.org,+55 (021) 6199 9050,"Trecho Pastor, 1
Vila Ipiranga
63007139 Pereira / RJ",Sá da Praia,SE,1953-06-29,1087.63,Livros,Boleto,Concluído,2025-02-23 11:01:20
9224,Carolina Castro,msilva@example.com,31 0673 5635,"Vila Natália Jesus, 3
Sagrada Família
20863865 Peixoto / AM",Camargo do Campo,PI,1953-04-28,569.44,Eletrônicos,Transferência,Concluído,2024-06-23 22:22:11
9225,Henry Nunes,xvasconcelos@example.com,+55 31 9593-4339,"Jardim Garcia, 74
Conjunto Novo Dom Bosco
57062-670 Monteiro Verde / PE",Costa,PE,2001-04-26,1803.93,Móveis,Transferência,Entregue,2024-07-19 06:04:09
9226,Maria Eduarda Alves,gbrito@example.com,+55 (021) 2352-0164,"Lago Cunha, 685
Vila Havaí
86793-755 Mendonça Paulista / PA",Cavalcante do Galho,AM,1949-04-21,1858.36,Móveis,Transferência,Cancelado,2025-05-13 14:33:25
9227,Dra. Julia Campos,joao-felipe15@example.com,84 1765-7881,"Residencial de Albuquerque, 4
Vila Ecológica
90717098 da Luz / RS",Gomes,SC,1982-08-16,835.09,Vestuário,Boleto,Cancelado,2024-09-30 20:33:28
9228,Sr. Henry Sales,msales@example.org,(081) 1126 5433,"Alameda Rodrigo Pacheco, 22
Goiania
01782-761 Caldeira de Goiás / PB",Sales,AL,1948-12-13,1786.09,Alimentos,Cartão de Crédito,Concluído,2024-10-09 03:02:04
9229,Matteo Cavalcanti,anthony99@example.com,+55 (081) 9437-1846,"Sítio de Moura, 37
Vila Santo Antônio Barroquinha
48544-117 Fonseca Grande / TO",Gomes,GO,1977-02-07,798.7,Livros,PIX,Concluído,2024-09-21 01:24:43
9230,João Gabriel Camargo,saracarvalho@example.org,+55 (061) 7323 0633,"Rodovia da Paz, 16
Vila Suzana Primeira Seção
83105285 Correia Grande / MG",Caldeira de Souza,AP,1972-04-26,1486.79,Móveis,PIX,Concluído,2025-04-23 12:16:10
9231,Helena Leão,lais57@example.org,(084) 7996-6940,"Residencial Martins, 549
Betânia
07967268 Aragão Grande / SC",Oliveira,GO,1996-05-03,978.09,Livros,Boleto,Em Processamento,2025-04-09 08:43:04
9232,José Miguel Pimenta,calebe93@example.com,71 4069 0021,"Lagoa Peixoto, 85
Vila Paquetá
58295-111 Castro de Goiás / PI",Moreira,PB,1974-03-27,289.04,Móveis,Cartão de Crédito,Concluído,2024-11-16 05:06:20
9233,Sr. Noah Pereira,cavalcantelorena@example.com,(084) 6831-5735,"Avenida de Brito, 79
Embaúbas
13234645 Brito / AL",Barbosa da Prata,PI,1956-10-11,1859.47,Vestuário,Boleto,Cancelado,2024-11-08 20:14:43
9234,Benício Moreira,costelamanuella@example.net,21 1969-1013,"Colônia de Cassiano, 20
Outro
60545-693 Câmara / RJ",Pereira Grande,PE,1960-06-09,935.49,Alimentos,Transferência,Concluído,2025-04-25 14:26:49
9235,João Vitor Leão,alopes@example.net,(051) 6085-4194,"Viela Lima, 63
Céu Azul
65469-273 Dias / SC",Caldeira,PB,1945-03-10,1482.25,Eletrônicos,Transferência,Cancelado,2024-08-16 08:38:08
9236,Srta. Mariane Farias,vitor-hugoabreu@example.net,+55 61 1036-0685,"Morro Montenegro, 19
Parque São José
72759052 da Rocha / RR",Melo,SE,1996-07-20,765.99,Eletrônicos,PIX,Cancelado,2024-09-19 01:24:07
9237,Lunna Rocha,maria-isis76@example.org,+55 (084) 6917 0915,"Vale Sales, 75
Vale Do Jatoba
66267-635 Montenegro do Oeste / AM",da Rosa dos Dourados,MG,1945-06-13,86.82,Vestuário,PIX,Cancelado,2024-09-02 08:24:19
9238,Caio Moreira,raquelaparecida@example.net,+55 31 6761 7628,"Praça Maitê Monteiro, 46
Leticia
24268998 Pimenta / PR",Barros da Mata,PR,1956-10-14,246.03,Móveis,PIX,Concluído,2024-10-18 09:53:24
9239,José Barros,jfernandes@example.org,+55 81 3772 7676,"Travessa Vitor Hugo Freitas, 66
Palmares
75186382 Cassiano dos Dourados / RN",Sousa,MS,1962-08-12,1017.63,Vestuário,PIX,Concluído,2024-12-10 14:46:10
9240,Ana Lívia Gonçalves,da-rochaigor@example.com,(041) 8894 3719,"Estrada de Sampaio, 22
Virgínia
12369-530 Cassiano / AP",Rocha do Campo,MG,1961-12-08,1395.43,Alimentos,Transferência,Entregue,2025-01-21 15:12:44
9241,Lorenzo Vasconcelos,portopedro-henrique@example.net,71 9888-1723,"Lago de da Conceição, 44
Marieta 1ª Seção
28534704 Mendonça Verde / SE",Cardoso da Praia,SC,1966-01-11,702.73,Eletrônicos,Transferência,Concluído,2024-10-08 23:07:20
9242,Sra. Isabel Vieira,goncalvesmaria-flor@example.net,+55 31 6495 8832,"Recanto de Vieira, 61
Lorena
41245-174 Novais de Novaes / AP",Duarte da Serra,AL,1987-10-27,1406.2,Livros,Cartão de Crédito,Concluído,2025-04-24 14:35:57
9243,Lorena da Cruz,znunes@example.org,(011) 0654 7000,"Estação de Fernandes, 87
Flavio De Oliveira
97107075 Teixeira Paulista / RJ",Araújo de Barbosa,AM,1984-07-03,1412.34,Eletrônicos,PIX,Concluído,2024-12-19 23:41:10
9244,Emanuella Santos,rcavalcante@example.org,+55 21 5262 4958,"Ladeira Gomes, 59
Liberdade
81775-622 Guerra / TO",Cassiano,PB,1997-08-21,1422.68,Alimentos,Boleto,Em Processamento,2025-01-03 01:44:05
9245,Larissa Vasconcelos,mathiasaraujo@example.org,+55 51 7991 0380,"Fazenda de Cavalcante, 442
Santa Monica
65779-131 Barbosa do Sul / RN",Casa Grande de Camargo,AC,1960-03-04,1010.42,Móveis,Cartão de Crédito,Concluído,2025-04-08 19:54:33
9246,Sara Costa,isabellysousa@example.net,+55 51 9076 2287,"Pátio Almeida
Jardim São José
60509-936 Melo / RR",Sales,PR,2004-03-09,1834.03,Vestuário,Cartão de Crédito,Em Processamento,2024-09-18 15:39:24
9247,Cecilia Barros,borgesigor@example.net,+55 11 9300 3239,"Rodovia da Paz, 93
Mangabeiras
56184469 Albuquerque / RR",Sá de Correia,RJ,1958-08-26,1003.93,Eletrônicos,Transferência,Cancelado,2024-07-30 09:11:18
9248,Aylla Pereira,renanda-cruz@example.com,0900 373 5581,"Fazenda das Neves, 95
Vila Maloca
19067-742 Porto / RN",Gonçalves do Campo,PB,1951-01-15,928.02,Eletrônicos,PIX,Cancelado,2024-11-02 23:44:23
9249,João Felipe da Rocha,henry-gabriel75@example.com,(084) 0311 1720,"Vila de Melo, 89
Santa Branca
53917558 Ramos / RJ",da Cunha,CE,2001-12-05,438.79,Livros,Cartão de Crédito,Cancelado,2024-10-17 22:31:24
9250,Letícia Leão,cavalcantipedro@example.com,(061) 8808 7019,"Vale Cauã Cassiano
Prado
57934889 Moura / BA",Barros da Prata,BA,2006-10-20,649.93,Vestuário,PIX,Cancelado,2025-01-08 21:34:05
9251,Sophie Monteiro,afonseca@example.org,+55 51 8376 2714,"Distrito Davi Lucca da Luz
Vila Fumec
16571627 Sampaio de Minas / DF",da Cunha,SP,1967-12-16,132.55,Livros,Transferência,Em Processamento,2024-11-17 02:34:10
9252,Felipe Azevedo,wdias@example.org,+55 (021) 5199-5851,"Morro Luara Oliveira, 242
Cruzeiro
73665153 Gonçalves Grande / DF",Cassiano de Silva,AL,1953-06-22,1285.39,Livros,Cartão de Crédito,Em Processamento,2024-12-11 12:18:39
9253,Allana Moraes,ceciliamoreira@example.org,+55 31 4803-6886,"Travessa de Silveira, 103
Atila De Paiva
23246-337 Rios do Sul / BA",Costela de Castro,AM,1974-09-25,534.64,Móveis,Cartão de Crédito,Cancelado,2024-12-15 12:07:55
